broad_sample	broad_id	pert_iname	InChIKey14	moa	target	broad_date	clinical_phase	alternative_moa	alternative_target
BRD-K70778732-003-26-7	BRD-K70778732	trazodone	PHLBKPHSAVXXEF	adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor	ADRA1A|ADRA2A|HRH1|HTR1A|HTR2A|HTR2B|HTR2C|SLC6A4	broad_id_20170327	Launched		
BRD-K70792160-003-04-6	BRD-K70792160	10-DEBC	GYBXAGDWMCJZJK	AKT inhibitor	PIM1	broad_id_20170327	Preclinical		
BRD-K70912147-001-01-8	BRD-K70912147	CO-102862	MHUUDVZSPFRUSK	sodium channel blocker	SCN4A|SCN9A	broad_id_20170327	Phase 1		
BRD-K70914287-300-02-8	BRD-K70914287	BIBX-1382	FTFRZXFNZVCRSK	EGFR inhibitor	EGFR|ERBB2	broad_id_20170327	Phase 1		
BRD-K70924353-001-01-2	BRD-K70924353	amtolmetin-guacil	CWJNMKKMGIAGDK	cyclooxygenase inhibitor	PTGS1|PTGS2	broad_id_20170327	Launched		
BRD-K71035033-001-07-1	BRD-K71035033	masitinib	WJEOLQLKVOPQFV	KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|SRC inhibitor	FGFR3|KIT|PDGFRA|PDGFRB	broad_id_20170327	Launched		
BRD-K71058253-001-01-9	BRD-K71058253	luliconazole	YTAOBBFIOAEMLL	sterol demethylase inhibitor		broad_id_20170327	Launched		
BRD-K71075609-003-01-0	BRD-K71075609	dorzolamide	IAVUPMFITXYVAF	carbonic anhydrase inhibitor	CA1|CA12|CA14|CA2|CA4|CA7	broad_id_20170327	Launched		
BRD-K71103788-003-12-0	BRD-K71103788	duloxetine	ZEUITGRIYCTCEM	norepinephrine reuptake inhibitor|serotoninânorepinephrine reuptake inhibitor (SNRI)	HTR2A|HTR2C|HTR6|SLC6A2|SLC6A3|SLC6A4	broad_id_20170327	Launched		
BRD-K71106091-001-06-1	BRD-K71106091	fludarabine-phosphate	GIUYCYHIANZCFB	ribonucleotide reductase inhibitor	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	broad_id_20170327	Launched		
BRD-K71164191-001-01-0	BRD-K71164191	KD-023	CZRCFAOMWRAFIC	ACAT inhibitor	ACACA|ACACB	broad_id_20170327	Phase 2		
BRD-K71221037-001-01-6	BRD-K71221037	birinapant	PKWRMUKBEYJEIX	XIAP inhibitor	BIRC2|XIAP	broad_id_20170327	Phase 2		
BRD-K71281111-001-04-3	BRD-K71281111	SNX-2112	ZFVRYNYOPQZKDG	HSP inhibitor		broad_id_20170327	Phase 1		
BRD-K71289571-001-11-4	BRD-K71289571	zafirlukast	YEEZWCHGZNKEEK	leukotriene receptor antagonist	CYSLTR1|CYSLTR2	broad_id_20170327	Launched		
BRD-K71480163-001-01-4	BRD-K71480163	GDC-0068	GRZXWCHAXNAUHY	AKT inhibitor	AKT1|AKT2|AKT3|PRKG1	broad_id_20170327	Phase 3		
BRD-K71603915-003-01-8	BRD-K71603915	EVP-6124	SSRDSYXGYPJKRR	acetylcholine receptor agonist	CHRNA7	broad_id_20170327	Phase 3		
BRD-K71799949-001-36-4	BRD-K71799949	carbamazepine	FFGPTBGBLSHEPO	carboxamide antiepileptic	SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A	broad_id_20170327	Launched		
BRD-K71822263-001-03-2	BRD-K71822263	D-serine	MTCFGRXMJLQNBG	glutamate receptor agonist	GLRA1|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|SERPINB3	broad_id_20170327	Launched		
BRD-K72005722-001-01-2	BRD-K72005722	VT-464	ZBRAJOQFSNYJMF	cytochrome P450 inhibitor	CYP17A1	broad_id_20170327	Phase 2		
BRD-K72029282-001-22-0	BRD-K72029282	probucol	FYPMFJGVHOHGLL	atherogenesis inhibitor	ABCA1|ABCB11|CES1	broad_id_20170327	Launched		
BRD-K72093121-001-16-3	BRD-K72093121	adenosine	OIRDTQYFTABQOQ	adenosine receptor agonist	ADORA1|ADORA2A|ADORA2B|ADORA3|PI4K2A|PI4K2B|TRPM4	broad_id_20170327	Launched	antiviral	ADA
BRD-K72166146-066-05-4	BRD-K72166146	dihydroergotamine	LUZRJRNZXALNLM	serotonin receptor agonist	ADRA2A|DRD2|HTR1B|HTR1D|HTR1E|HTR1F|HTR2B|HTR7	broad_id_20170327	Launched		
BRD-K72215350-001-06-5	BRD-K72215350	acexamic-acid	WDSCBUNMANHPFH	5 alpha reductase inhibitor	GAST	broad_id_20170327	Launched		
BRD-K72222507-003-16-8	BRD-K72222507	quinapril	JSDRRTOADPPCHY	angiotensin converting enzyme inhibitor	ACE	broad_id_20170327	Launched		
BRD-K72414522-001-06-7	BRD-K72414522	AZD5438	WJRRGYBTGDJBFX	CDK inhibitor	KCNH2	broad_id_20170327	Phase 1		
BRD-K72827473-001-01-0	BRD-K72827473	CEP-37440	BCSHRERPHLTPEE	ALK tyrosine kinase receptor inhibitor	ALK	broad_id_20170327	Phase 1		
BRD-K72922393-003-15-2	BRD-K72922393	linsidomine	XZYRDNUZENBYFI	nitric oxide donor		deprecated_broad_id_20180907	Launched		
BRD-K72951360-001-01-4	BRD-K72951360	valrubicin	ZOCKGBMQLCSHFP	DNA inhibitor|topoisomerase inhibitor	TOP2A	broad_id_20170327	Launched		
BRD-K73088654-001-01-9	BRD-K73088654	floxuridine	ODKNJVUHOIMIIZ	DNA synthesis inhibitor	TYMS	broad_id_20170327	Launched		
BRD-K73107279-003-12-5	BRD-K73107279	levamisole	HLFSDGLLUJUHTE	acetylcholine receptor agonist	ALPL	broad_id_20170327	Withdrawn	immunostimulant	ALPPL2|CHRNA3
BRD-K73109821-001-20-1	BRD-K73109821	diazoxide	GDLBFKVLRPITMI	potassium channel activator	ATP1A1|CA1|CA2|KCNJ11|KCNJ8|KCNMA1|SLC12A3	broad_id_20170327	Launched		
BRD-K73196317-003-14-8	BRD-K73196317	urapidil	ICMGLRUYEQNHPF	adrenergic receptor antagonist	HTR1A	broad_id_20170327	Launched		
BRD-K73237276-001-01-0	BRD-K73237276	tacalcitol	BJYLYJCXYAMOFT	vitamin D receptor agonist	VDR	broad_id_20170327	Launched		
BRD-K73319509-001-08-0	BRD-K73319509	PF-04217903	PDMUGYOXRHVNMO	c-Met inhibitor	MET	broad_id_20170327	Phase 1		
BRD-K73381542-003-23-4	BRD-K73381542	phenylephrine	SONNWYBIRXJNDC	adrenergic receptor agonist	ADRA1A|ADRA1B|ADRA1D	broad_id_20170327	Launched		
BRD-K73395020-001-02-3	BRD-K73395020								
BRD-K73440166-001-01-3	BRD-K73440166	cinaciguat	WPYWMXNXEZFMAK	guanylate cyclase activator	GUCY1A3|GUCY1B3	broad_id_20170327	Phase 2		
BRD-K73524797-001-01-1	BRD-K73524797	ST-1859	ZPANWZBSGMDWON	antiamyloidogenic agent		broad_id_20170327	Phase 1		
BRD-K73541271-001-03-6	BRD-K73541271	etofenamate	XILVEPYQJIOVNB	cyclooxygenase inhibitor	PTGS1|PTGS2	broad_id_20170327	Launched		
BRD-K73691377-001-01-6	BRD-K73691377	alprostadil	GMVPRGQOIOIIMI	prostanoid receptor agonist	CATSPER1|CATSPER2|CATSPER3|CATSPER4|PTGDR|PTGER1|PTGER2|PTGER4|PTGIR	broad_id_20170327	Launched		
BRD-K73794685-001-01-5	BRD-K73794685	azithromycin	MQTOSJVFKKJCRP	bacterial 50S ribosomal subunit inhibitor	MLNR	broad_id_20170327	Launched		
BRD-K73815512-001-02-5	BRD-K73815512	HC-030031	HEQDZPHDVAOBLN	TRPA1 channel blocker	TRPA1	broad_id_20170327	Phase 1		
BRD-K73999723-001-11-3	BRD-K73999723	telmisartan	RMMXLENWKUUMAY	angiotensin receptor antagonist	AGTR1|PPARG	broad_id_20170327	Launched		
BRD-K74057757-001-01-9	BRD-K74057757	indibulin	SOLIIYNRSAWTSQ	tubulin polymerization inhibitor		broad_id_20170327	Phase 1/Phase 2		
BRD-K74065929-001-07-2	BRD-K74065929	doramapimod	MVCOAUNKQVWQHZ	p38 MAPK inhibitor	MAPK11|MAPK12|MAPK13|MAPK14	broad_id_20170327	Phase 2		
BRD-K74141488-003-11-2	BRD-K74141488	naftifine	OZGNYLLQHRPOBR	fungal squalene epoxidase inhibitor		broad_id_20170327	Launched		
BRD-K74190368-001-04-3	BRD-K74190368	resorcinol	GHMLBKRAJCXXBS	phosphodiesterase inhibitor	CA12|CA14|CA2|PTGS1	broad_id_20170327	Launched		
BRD-K74195153-050-12-1	BRD-K74195153	irsogladine	ATCGGEJZONJOCL	phosphodiesterase inhibitor	PDE4A	broad_id_20170327	Launched		
BRD-K74305673-001-06-2	BRD-K74305673	IKK-2-inhibitor-V	CHILCFMQWMQVAL	IKK inhibitor|NFkB pathway inhibitor	IKBKB	broad_id_20170327	Phase 1		
BRD-K74339692-001-01-9	BRD-K74339692	tamsulosin	DRHKJLXJIQTDTD	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D	broad_id_20170327	Launched		
BRD-K74363950-004-01-0	BRD-K74363950	aclidinium	ASMXXROZKSBQIH	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5	broad_id_20170327	Launched		
BRD-K74371986-001-01-7	BRD-K74371986	NSI-189	DYTOQURYRYYNOR	neurotrophic agent		broad_id_20170327	Phase 2		
BRD-K74514084-001-03-9	BRD-K74514084	pazopanib	CUIHSIWYWATEQL	KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	CSF1R|FGF1|FGFR1|FGFR3|FLT1|FLT4|ITK|KDR|KIT|PDGFRA|PDGFRB|SH2B3	broad_id_20170327	Launched		
BRD-K74717603-001-02-2	BRD-K74717603	etravirine	PYGWGZALEOIKDF	non-nucleoside reverse transcriptase inhibitor	CYP2C19|CYP2C9|CYP3A4	broad_id_20170327	Launched		
BRD-K74763371-002-04-0	BRD-K74763371	bosentan	GJPICJJJRGTNOD	endothelin receptor antagonist	EDNRA|EDNRB	broad_id_20170327	Launched		
BRD-K74765201-001-16-7	BRD-K74765201	tomelukast	MWYHLEQJTQJHSS	leukotriene receptor antagonist	CYSLTR1	broad_id_20170327	Phase 3		
BRD-K75024268-001-01-0	BRD-K75024268	lesinurad	FGQFOYHRJSUHMR	uric acid diuretic	SLC22A12	broad_id_20170327	Launched		
BRD-K75037734-003-13-9	BRD-K75037734	carbachol	VPJXQGSRWJZDOB	cholinergic receptor agonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|CHRNA2	broad_id_20170327	Launched		
BRD-K75089421-003-24-5	BRD-K75089421	procainamide	REQCZEXYDRLIBE	sodium channel blocker	DNMT1|SCN5A	broad_id_20170327	Launched		
BRD-K75295174-001-05-0	BRD-K75295174	alisertib	ZLHFILGSQDJULK	Aurora kinase inhibitor	AURKA	broad_id_20170327	Phase 3		
BRD-K75641298-003-25-0	BRD-K75641298	metoclopramide	TTWJBBZEZQICBI	dopamine receptor antagonist|serotonin receptor antagonist	CHRM1|DRD2|HTR3A|HTR3B|HTR4	broad_id_20170327	Launched		
BRD-K75649340-001-13-1	BRD-K75649340	tioguanine	OTDJAMXESTUWLO	purine antagonist		broad_id_20170327	Launched		
BRD-K75699339-057-08-1	BRD-K75699339	rizatriptan	ULFRLSNUDGIQQP	serotonin receptor agonist	HTR1A|HTR1B|HTR1D|HTR1E|HTR1F	broad_id_20170327	Launched		
BRD-K75844781-003-08-0	BRD-K75844781	mCPP	VHFVKMTVMIZMIK	serotonin receptor agonist	HTR1A|HTR1D|HTR1E|HTR2A|HTR2B|HTR2C|HTR6	broad_id_20170327	Phase 2		
BRD-K75911534-001-01-6	BRD-K75911534	SU014813	CTNPALGJUAXMMC	PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	KDR	broad_id_20170327	Phase 2		
BRD-K75958547-238-01-0	BRD-K75958547	pitavastatin	VGYFMXBACGZSIL	HMGCR inhibitor	HMGCR	broad_id_20170327	Launched		
BRD-K76022557-003-02-7	BRD-K76022557	(R)-(-)-apomorphine	VMWNQDUVQKEIOC	dopamine receptor agonist	ADRA2A|ADRA2B|ADRA2C|CALY|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR5A	broad_id_20170327	Launched		
BRD-K76197012-001-01-2	BRD-K76197012	ulipristal	OOLLAFOLCSJHRE	progesterone receptor antagonist	PGR	broad_id_20170327	Launched		
BRD-K76205745-237-16-5	BRD-K76205745	losartan	PSIFNNKUMBGKDQ	angiotensin receptor antagonist	AGTR1	broad_id_20170327	Launched		
BRD-K76210423-001-01-6	BRD-K76210423	resiquimod	BXNMTOQRYBFHNZ	toll-like receptor agonist	TLR7|TLR8	broad_id_20170327	Phase 3		
BRD-K76617868-003-11-9	BRD-K76617868	fasudil	NGOGFTYYXHNFQH	rho associated kinase inhibitor	PKIA|PRKACA|ROCK1|ROCK2	broad_id_20170327	Launched		
BRD-K76674262-001-03-3	BRD-K76674262	homoharringtonine	HYFHYPWGAURHIV	protein synthesis inhibitor	RPL3	broad_id_20170327	Launched		
BRD-K76703230-004-04-1	BRD-K76703230	YM-155	OTSOOHRUMBRSHZ	survivin inhibitor	BIRC5	broad_id_20170327	Phase 2		
BRD-K76775527-001-30-2	BRD-K76775527	nimesulide	HYWYRSMBCFDLJT	cyclooxygenase inhibitor	LTF|PLA2G2E|PTGS1|PTGS2	broad_id_20170327	Launched		
BRD-K76810206-001-07-3	BRD-K76810206	nicergoline	YSEXMKHXIOCEJA	adrenergic receptor antagonist	ADRA1A	broad_id_20170327	Launched		
BRD-K76812510-236-14-8	BRD-K76812510	metamizole	LVWZTYCIRDMTEY	cyclooxygenase inhibitor|opioid receptor agonist	PTGS1	broad_id_20170327	Withdrawn		
BRD-K76841105-001-04-7	BRD-K76841105	tazarotene	OGQICQVSFDPSEI	retinoid receptor agonist	RARA|RARB|RARG|RXRB	broad_id_20170327	Launched		
BRD-K76908866-001-07-6	BRD-K76908866	CP-724714	LLVZBTWPGQVVLW	EGFR inhibitor|protein tyrosine kinase inhibitor	ERBB2	broad_id_20170327	Phase 2		
BRD-K76953762-001-08-5	BRD-K76953762	indoramin	JXZZEXZZKAWDSP	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2B|ADRA2C	broad_id_20170327	Launched		
BRD-K77396579-300-01-0	BRD-K77396579	NVP-DPP728	VFFZWMWTUSXDCB	dipeptidyl peptidase inhibitor	DPP4	broad_id_20170327	Phase 2		
BRD-K77561571-001-01-1	BRD-K77561571	topiroxostat	UBVZQGOVTLIHLH	xanthine oxidase inhibitor	XDH	broad_id_20170327	Launched		
BRD-K77625799-001-07-7	BRD-K77625799	vandetanib	UHTHHESEBZOYNR	EGFR inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor	EGFR|EPHA1|EPHA10|EPHA2|EPHA3|EPHA4|EPHA5|EPHA6|EPHA7|EPHA8|EPHB1|EPHB2|EPHB3|EPHB4|EPHB6|ERBB2|ERBB3|ERBB4|FLT1|FLT4|KDR|PTK6|RET|SRC|TEK|VEGFA	broad_id_20170327	Launched		
BRD-K77641333-003-27-1	BRD-K77641333	naphazoline	CNIIGCLFLJGOGP	adrenergic receptor agonist	ADRA1A|ADRA2A	broad_id_20170327	Launched		
BRD-K77685957-300-09-1	BRD-K77685957	dequalinium	PCSWXVJAIHCTMO	PKC inhibitor	KCNN1|KCNN3	broad_id_20170327	Launched		
BRD-K77695569-001-30-0	BRD-K77695569	tiabendazole	WJCNZQLZVWNLKY	angiogenesis inhibitor		broad_id_20170327	Launched		
BRD-K77771411-003-10-7	BRD-K77771411	moxonidine	WPNJAUFVNXKLIM	imidazoline receptor agonist	ADRA2A|ADRA2B|ADRA2C	broad_id_20170327	Launched		
BRD-K77908580-001-09-6	BRD-K77908580	entinostat	INVTYAOGFAGBOE	HDAC inhibitor	HDAC1|HDAC2|HDAC3|HDAC9	broad_id_20170327	Phase 3		
BRD-K77947974-001-16-3	BRD-K77947974	fluspirilene	QOYHHIBFXOOADH	dopamine receptor antagonist	CACNG1|DRD2|HRH1|HTR1A|HTR1D|HTR1E|HTR2A	broad_id_20170327	Launched		
BRD-K77987382-001-13-2	BRD-K77987382	mebendazole	OPXLLQIJSORQAM	tubulin polymerization inhibitor	TUBA1A|TUBB|TUBB4B	broad_id_20170327	Launched		
BRD-K78010432-001-21-5	BRD-K78010432	furosemide	ZZUFCTLCJUWOSV	diuretic	CA2|GPR35|SLC12A1|SLC12A2	broad_id_20170327	Launched		
BRD-K78055238-001-01-8	BRD-K78055238	LY2090314	HRJWTAWVFDCTGO	glycogen synthase kinase inhibitor	GSK3B	broad_id_20170327	Phase 2		
BRD-K78096648-001-05-7	BRD-K78096648	oxiperomide	NVDBBGBUTKLRSN	dopamine receptor antagonist		broad_id_20170327	Phase 2		
BRD-K78113049-001-16-2	BRD-K78113049	enoxacin	IDYZIJYBMGIQMJ	topoisomerase inhibitor	TOP2A	broad_id_20170327	Launched		
BRD-K78118466-001-03-3	BRD-K78118466	LY2157299	IVRXNBXKWIJUQB	TGF beta receptor inhibitor	TGFBR1	broad_id_20170327	Phase 2/Phase 3		
BRD-K78126613-001-28-5	BRD-K78126613	menadione	MJVAVZPDRWSRRC	mitochondrial DNA polymerase inhibitor|phosphatase inhibitor	AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1	broad_id_20170327	Launched		
BRD-K78303961-001-02-3	BRD-K78303961	glycitein	DXYUAIFZCFRPTH	tumor necrosis factor release inhibitor	TNF	broad_id_20170327	Phase 3		
BRD-K78431006-001-10-2	BRD-K78431006	crizotinib	KTEIFNKAUNYNJU	ALK tyrosine kinase receptor inhibitor	ALK|MET	broad_id_20170327	Launched	MTH1 inhibitor	NUDT1
BRD-K78485176-001-07-8	BRD-K78485176	olmesartan-medoxomil	UQGKUQLKSCSZGY	angiotensin receptor antagonist	AGTR1	broad_id_20170327	Launched		
BRD-K78513633-001-15-7	BRD-K78513633	lonidamine	WDRYRZXSPDWGEB	glucokinase inhibitor	GCK	broad_id_20170327	Launched		
BRD-K78567475-001-01-4	BRD-K78567475	dolastatin-10	OFDNQWIFNXBECV	tubulin polymerization inhibitor	TUBB	broad_id_20170327	Phase 2		
BRD-K78659596-001-03-9	BRD-K78659596	ixazomib	MXAYKZJJDUDWDS	proteasome inhibitor		broad_id_20170327	Launched		
BRD-K78692225-001-24-5	BRD-K78692225	leflunomide	VHOGYURTWQBHIL	dihydroorotate dehydrogenase inhibitor|PDGFR tyrosine kinase receptor inhibitor	AHR|DHODH|PTK2B	broad_id_20170327	Launched		
BRD-K79095980-001-09-6	BRD-K79095980	broxuridine	WOVKYSAHUYNSMH	antimetabolite		broad_id_20170327	Phase 2		
BRD-K79102359-003-01-6	BRD-K79102359	idalopirdine	YBAWYTYNMZWMMJ	serotonin receptor antagonist	HTR6	broad_id_20170327	Phase 3		
BRD-K79131256-001-17-9	BRD-K79131256	albendazole	HXHWSAZORRCQMX	tubulin polymerization inhibitor	TUBA1A|TUBB|TUBB4B	broad_id_20170327	Launched		
BRD-K79254416-001-22-6	BRD-K79254416	decitabine	XAUDJQYHKZQPEU	DNA methyltransferase inhibitor	DNMT1|DNMT3A	broad_id_20170327	Launched		
BRD-K79404599-001-09-3	BRD-K79404599	enzastaurin	AXRCEOKUDYDWLF	PKC inhibitor	AKT1|GSK3B|PRKCA|PRKCB|PRKCD|PRKCG	broad_id_20170327	Phase 3		
BRD-K79501723-001-04-6	BRD-K79501723	cyclizine	UVKZSORBKUEBAZ	histamine receptor modulator	HRH1|SULT1E1	broad_id_20170327	Launched		
BRD-K79595931-312-01-3	BRD-K79595931	bavisant	BGBVSGSIXIIREO	histamine receptor antagonist	HRH3	broad_id_20170327	Phase 2		
BRD-K79602928-003-19-9	BRD-K79602928	metformin	XZWYZXLIPXDOLR	insulin sensitizer	ACACB|PRKAB1	broad_id_20170327	Launched		
BRD-K79759585-048-04-8	BRD-K79759585	sildenafil	BNRNXUUZRGQAQC	phosphodiesterase inhibitor	PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3	broad_id_20170327	Launched		
BRD-K79989959-001-01-4	BRD-K79989959	nesbuvir	WTDWVLJJJOTABN	RNA polymerase inhibitor		broad_id_20170327	Phase 2		
BRD-K80043866-236-01-1	BRD-K80043866	sodium-gualenate	VIZXMHCBZLGUET	antacid		broad_id_20170327	Launched		
BRD-K80082640-001-01-0	BRD-K80082640	otamixaban	PFGVNLZDWRZPJW	coagulation factor inhibitor	F10	broad_id_20170327	Phase 3		
BRD-K80267133-001-17-7	BRD-K80267133	aminosalicylate	WUBBRNOQWQTFEX	cyclooxygenase inhibitor	ALOX5|CHUK|PLA2G2E|PTGS1|PTGS2	broad_id_20170327	Launched		
BRD-K80343549-001-02-6	BRD-K80343549	TAK-285	ZYQXEVJIFYIBHZ	EGFR inhibitor	ERBB2	broad_id_20170327	Phase 1		
BRD-K80396088-001-12-0	BRD-K80396088	gliquidone	LLJFMFZYVVLQKT	sulfonylurea	ABCC8|KCNJ10|KCNJ8	broad_id_20170327	Launched		
BRD-K80535353-001-01-4	BRD-K80535353	enoxolone	MPDGHEJMBKOTSU	gap junction modulator	HSD11B1	broad_id_20170327	Launched		
BRD-K80608265-001-01-6	BRD-K80608265	erteberel	XIESSJVMWNJCGZ	estrogen receptor agonist	ESR1|ESR2	broad_id_20170327	Phase 2		
BRD-K80700417-001-04-2	BRD-K80700417	SGI-1776	MHXGEROHKGDZGO	Pim kinase inhibitor	FLT3|PIM1|PIM2|PIM3	broad_id_20170327	Phase 1		
BRD-K80738081-001-26-0	BRD-K80738081	resveratrol	LUKBXSAWLPMMSZ	cytochrome P450 inhibitor|SIRT activator	CSNK2A1|NQO2|PTGS1|PTGS2	broad_id_20170327	Launched		
BRD-K81144366-003-19-7	BRD-K81144366	moxisylyte	VRYMTAVOXVTQEF	adrenergic receptor antagonist		broad_id_20170327	Withdrawn		
BRD-K81258678-001-01-0	BRD-K81258678	triptolide	DFBIRQPKNDILPW	RNA polymerase inhibitor	RELA	broad_id_20170327	Phase 3		
BRD-K81272440-236-13-5	BRD-K81272440	dantrolene	OZOMQRBLCMDCEG	calcium channel blocker	RYR1|RYR3	broad_id_20170327	Launched		
BRD-K81332461-001-01-4	BRD-K81332461	maxacalcitol	DTXXSJZBSTYZKE	vitamin D receptor agonist	VDR	broad_id_20170327	Launched		
BRD-K81458380-001-04-9	BRD-K81458380	CX-4945	MUOKSQABCJCOPU	casein kinase inhibitor	CSNK2A1|CSNK2A2|DAPK3|HIPK3	broad_id_20170327	Phase 1/Phase 2		
BRD-K81473089-003-26-1	BRD-K81473089	tacrine	YLJREFDVOIBQDA	acetylcholinesterase inhibitor	ACHE|BCHE	broad_id_20170327	Launched		
BRD-K81528515-001-13-8	BRD-K81528515	nilotinib	HHZIURLSWUIHRB	Abl kinase inhibitor|Bcr-Abl kinase inhibitor	ABL1|KIT	broad_id_20170327	Launched		
BRD-K81672972-001-03-1	BRD-K81672972	dinoprost	PXGPLTODNUVGFL	prostacyclin analog	PTGDR|PTGDR2|PTGER1|PTGER2|PTGER3|PTGER4|PTGFR|TBXA2R	broad_id_20170327	Launched		
BRD-K81694556-003-01-9	BRD-K81694556	VTP-27999	NXWASIVXQMMPLM	renin inhibitor	REN	broad_id_20170327	Phase 1		
BRD-K81795818-019-01-4	BRD-K81795818	exherin	FQVLRGLGWNWPSS	cadherin antagonist	CDH2	broad_id_20170327	Phase 2		
BRD-K81916719-001-13-9	BRD-K81916719	triclabendazole	NQPDXQQQCQDHHW	microtubule inhibitor	DNMT1	broad_id_20170327	Launched		
BRD-K81957469-001-01-0	BRD-K81957469	semagacestat	PKXWXXPNHIWQHW	gamma secretase inhibitor	PSEN1	broad_id_20170327	Phase 3		
BRD-K82135108-001-04-3	BRD-K82135108	elesclomol	BKJIXTWSNXCKJH	oxidative stress inducer	HSPA1A	broad_id_20170327	Phase 3		
BRD-K82164249-001-03-5	BRD-K82164249	andarine	YVXVTLGIDOACBJ	androgen receptor modulator	AR	broad_id_20170327	Phase 1		
BRD-K82225283-001-03-1	BRD-K82225283	isosorbide-mononitrate	YWXYYJSYQOXTPL	nitric oxide stimulant	GUCY1A2|GUCY1A3|GUCY1B2|GUCY1B3	broad_id_20170327	Launched		
BRD-K82234479-001-09-4	BRD-K82234479	tramiprosate	SNKZJIOFVMKAOJ	beta amyloid protein neurotoxicity inhibitor	APP	broad_id_20170327	Phase 3		
BRD-K82236179-213-01-0	BRD-K82236179	dicoumarol	DOBMPNYZJYQDGZ	NADPH inhibitor	CRYZ|NQO1|VKORC1	broad_id_20170327	Launched		
BRD-K82244583-001-01-3	BRD-K82244583	binimetinib	ACWZRVQXLIRSDF	MEK inhibitor	MAP2K1|MAP2K2	broad_id_20170327	Launched		
BRD-K82467063-001-02-7	BRD-K82467063	SB-271046	LOCQRDBFWSXQQI	serotonin receptor antagonist	HTR6	broad_id_20170327	Phase 1		
BRD-K82522873-001-01-1	BRD-K82522873	N6022	YVPGZQLRPAGKLA	alcohol dehydrogenase inhibitor	ADH5	broad_id_20170327	Phase 1/Phase 2		
BRD-K82603084-408-01-1	BRD-K82603084	ethylenediaminetetraacetic-acid	KCXVZYZYPLLWCC	PKC inhibitor		broad_id_20170327	Launched		
BRD-K82677201-001-01-6	BRD-K82677201	almitrine	OBDOVFRMEYHSQB	neurotransmitter agonist	ATP1A1	broad_id_20170327	Launched		
BRD-K82746043-001-15-1	BRD-K82746043	navitoclax	JLYAXFNOILIKPP	BCL inhibitor	BCL2|BCL2L1|BCL2L2	broad_id_20170327	Phase 2		
BRD-K82767007-001-01-1	BRD-K82767007	dazoxiben	XQGZSYKGWHUSDH	thromboxane synthase inhibitor	TBXAS1	broad_id_20170327	Phase 2		
BRD-K82795137-001-26-2	BRD-K82795137	loratadine	JCCNYMKQOSZNPW	histamine receptor antagonist	HRH1	broad_id_20170327	Launched		
BRD-K82846253-001-15-4	BRD-K82846253	repaglinide	FAEKWTJYAYMJKF	insulin secretagogue	ABCC8|KCNJ11|PPARG	broad_id_20170327	Launched		
BRD-K82928847-001-04-7	BRD-K82928847	ACY-1215	QGZYDVAGYRLSKP	HDAC inhibitor	HDAC1|HDAC2|HDAC3|HDAC6|HDAC8	broad_id_20170327	Phase 1/Phase 2		
BRD-K82941592-238-04-5	BRD-K82941592	rosuvastatin	BPRHUIZQVSMCRT	HMGCR inhibitor	HMGCR	broad_id_20170327	Launched		
BRD-K82967685-300-01-2	BRD-K82967685	mirodenafil	MIJFNYMSCFYZNY	phosphodiesterase inhibitor	PDE5A	broad_id_20170327	Launched		
BRD-K83057217-001-01-2	BRD-K83057217	doxifluridine	ZWAOHEXOSAUJHY	thymidylate synthase inhibitor	TYMS	broad_id_20170327	Launched		
BRD-K83186168-001-01-8	BRD-K83186168	AZD1981	JWYIGNODXSRKGP	CRTH receptor antagonist	PTGDR2	broad_id_20170327	Phase 2		
BRD-K83405785-001-01-5	BRD-K83405785	pimavanserin	RKEWSXXUOLRFBX	serotonin receptor inverse agonist	DRD2|HTR2A	broad_id_20170327	Launched		
BRD-K83508485-001-02-7	BRD-K83508485	FK-888	BFNKQTIJVFGCKQ	tachykinin antagonist	TACR1|TACR2	broad_id_20170327	Phase 2		
BRD-K83699324-001-01-1	BRD-K83699324	NMS-1286937	QHLVBNKYJGBCQJ	PLK inhibitor	FLT3|PLK1|PLK2|PLK3	broad_id_20170327	Phase 2		
