pert_id	pert_iname	moa	target
BRD-K00004706	ST-1535	adenosine receptor antagonist	
BRD-K73524797	ST-1859	antiamyloidogenic agent	
BRD-K68470841	ST-2825	myeloid differentiation primary response inhibitor	MYD88
BRD-K18905250	ST-91	adrenergic receptor agonist	
BRD-K41783120	STA-5326	interleukin synthesis inhibitor	IL12A
BRD-K68332390	statil	aldose reductase inhibitor	
BRD-K17061841	stattic		
BRD-K40853697	STAT3-inhibitor-VI	STAT inhibitor	STAT3
BRD-K93880783	stavudine	DNA directed DNA polymerase inhibitor|nucleoside reverse transcriptase inhibitor	
BRD-K36739687	stemregenin-1	aryl hydrocarbon receptor antagonist	AHR
BRD-A04506385	stepronin	mucolytic agent	
BRD-K93900986	stetaderm		
BRD-K13049524	STF-083010	serine/threonine kinase inhibitor	ERN1
BRD-K39171998	STF-118804	NAMPT inhibitor	NAMPT
BRD-K22477529	STF-31	NAMPT inhibitor	NAMPT|SLC2A1
BRD-K85479953	STF-62247	autophagy inducer	
BRD-K41422683	stigmasterol		
BRD-A72441487	stiripentol	GABA uptake inhibitor	GABRA3
BRD-K33839500	stobadine	adrenergic receptor antagonist	ADRA1A
BRD-K07166362	streptomycin	bacterial 30S ribosomal subunit inhibitor	
BRD-K34411947	streptozotocin	DNA alkylating agent	
BRD-K83146339	strontium-ranelate	bone formation stimulant|bone resorption inhibitor	CASR
BRD-K72572686	strychnine	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|CHRNA10|CHRNA9|GLRA1|GLRA2|GLRA3|GLRB
BRD-K23106423	substance-P	neurokinin receptor antagonist	TACR1|TACR2|TACR3
BRD-K45238818	succinic-acid		ALDH5A1|ASPH|BBOX1|HSD17B6|OXCT1|OXCT2|P3H1|P3H2|P3H3|P4HA1|P4HA2|PLOD1|PLOD3|SDHA|SDHB|SDHC|SDHD|SLC13A1|SLC13A2|SLC13A3|SLC25A10|SUCLA2|SUCLG1|SUCLG2|SUCNR1|TMLHE
BRD-K00003183	succinobucol	antioxidant	VCAM1
BRD-K45497762	succinylcholine-chloride		CHRFAM7A|CHRM1|CHRM2|CHRM3|CHRNA1|CHRNA10
BRD-K01950558	succinylsulfathiazole	dihydrofolate reductase inhibitor	DHFR
BRD-M71167108	sucralfate	antacid	
BRD-K58968598	sucralose		
BRD-K74724920	sucrose		ACTA1|ATOX1|C22orf28|LYZ
BRD-K01294196	sucrose-octaacetate		
BRD-K00004524	sudan-IV		
BRD-K00004582	sufugolix	gonadotropin releasing factor hormone receptor antagonist	
BRD-K00003322	sugammadex	neuromuscular blockade reversal agent	
BRD-K44133266	sulbactam	beta lactamase inhibitor	
BRD-A63431791	sulbactam-pivoxil	beta lactamase inhibitor	
BRD-K72384124	sulbentine	other antifungal	
BRD-K12539416	sulbutiamine	acetylcholine receptor antagonist	
BRD-A70649075	sulconazole	sterol demethylase inhibitor	
BRD-K59983611	sulfabenzamide	bacterial antifolate	
BRD-K13486660	sulfacarbamide		
BRD-K21520694	sulfacetamide	PABA antagonist	
BRD-K32021043	sulfachlorpyridazine	bacterial antifolate	
BRD-K32273377	sulfadiazine	bacterial antifolate	
BRD-K55250441	sulfadoxine	dihydropteroate synthase inhibitor	
BRD-K50859149	sulfafurazole	bacterial antifolate	
BRD-K45086103	sulfaguanidine	bacterial antifolate	
BRD-K93524252	sulfamerazine	bacterial antifolate	
BRD-K87492696	sulfameter	dihydrofolate reductase inhibitor	DHFR
BRD-K11640013	sulfamethazine	PABA antagonist	
BRD-K31682896	sulfamethizole	bacterial antifolate	
BRD-K28494619	sulfamethoxazole	PABA antagonist	
BRD-K00938507	sulfamethoxypyridazine	bacterial antifolate	
BRD-K17205817	sulfametopyrazine	PABA antagonist	
BRD-K14116214	sulfamonomethoxine	bacterial antifolate	
BRD-K19742012	sulfamoxole	PABA antagonist	
BRD-K02594908	sulfanilamide	carbonic anhydrase inhibitor	CYP2C19|CYP2C9|CYP2D6|CYP2E1|CYP3A4
BRD-K04254814	sulfanilate-zinc		
BRD-K76845197	sulfanitran		
BRD-K10671814	sulfaphenazole	dihydropteroate synthetase inhibitor	DHPS
BRD-K41406082	sulfapyridine	PABA antagonist	
BRD-K71133585	sulfaquinoxaline	vitamin K antagonist	
BRD-K10670311	sulfasalazine	cyclooxygenase inhibitor	ACAT1|ALOX5|CHUK|IKBKB|PLA2G1B|PPARG|PTGS1|PTGS2|SLC46A1|SLC7A11|TBXAS1
BRD-K14705039	sulfathiazole	dihydropteroate synthase inhibitor	
BRD-K00003125	sulfatinib	tyrosine kinase inhibitor	
BRD-K00004525	sulfinpyrazone	uricosuric blocker	ABCC1|FPR1|SLC22A12
BRD-K52416806	sulfisomidin	antibacterial	
BRD-K84810336	sulfisoxazole-acetyl	folic acid antagonist	
BRD-A58955223	sulforaphane	anticancer agent|aryl hydrocarbon receptor antagonist	NFE2L2
BRD-K01827279	sulindac	cyclooxygenase inhibitor	AKR1B1
BRD-K38602774	sulisobenzone		
BRD-K01824719	sulmazole	adenosine receptor antagonist	
BRD-K29570907	sulmetozine	gastrin inhibitor	GAST
BRD-K42635745	suloctidil	adrenergic receptor antagonist	
BRD-K00004713	sulopenem	antibacterial	
BRD-K71125014	sulphadimethoxine	dihydropteroate synthetase inhibitor	
BRD-A55272860	sulpiride	dopamine receptor antagonist	
BRD-K00004694	sultamicillin	antibacterial 	
BRD-K00003488	sultiame	carbonic anhydrase inhibitor	CA2
BRD-K00003312	sultopride	dopamine receptor antagonist	
BRD-K30485548	sumanirole	dopamine receptor agonist	DRD2
BRD-K50938287	sumatriptan	serotonin receptor agonist	HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR5A|HTR6|HTR7
BRD-K36274133	SUN-B-8155	calcitonin agonist	CALCR
BRD-K71250460	SUN-11602	fibroblast growth factor mimetic	FGFR1
BRD-K42828737	sunitinib	FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor	CSF1R|FGFR1|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|PDGFRB|RET
BRD-A98427211	suplatast	histamine release inhibitor|immunoglobulin inhibitor	
BRD-A34006693	suprofen	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-K70327167	suramin	DNA synthesis inhibitor	F2|FSHR|P2RY1|P2RY11|P2RY13|P2RY2|PLA2G2A|RYR1|RYR2|SIRT5
BRD-K98557884	suritozole	GABA receptor inverse agonist	GABBR1
BRD-K86670086	sutezolid	protein synthesis inhibitor	
BRD-K78815826	suxibuzone	cyclooxygenase inhibitor	
BRD-K00003547	SU014813	PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	KDR
BRD-K02965346	SU11274	hepatocyte growth factor receptor inhibitor|tyrosine kinase inhibitor	MET
BRD-K91106808	SU16f	PDGFR tyrosine kinase receptor inhibitor	PDGFRB
BRD-K32730239	SU3327	JNK inhibitor	MAPK8
BRD-K20287671	SU4312	PDGFR tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor|VEGFR inhibitor	KDR|PDGFRB
BRD-K94883909	SU9516	CDK inhibitor	CDK1|CDK2|CDK4|CDK5
BRD-K15170068	swainsonine	alpha mannosidase inhibitor	MAN2A1
BRD-K45385835	SX-011	MAP kinase inhibitor	MAPK14
BRD-K00004665	SY-640		
BRD-K72106461	SYM-2081	kainate receptor antagonist	GRIK1|GRIK2|GRIK3|GRIK4|GRIK5|SLC1A2
BRD-A77218119	SYM-2206	glutamate receptor antagonist	GRIA1|GRIA2|GRIA3|GRIA4
BRD-K33642804	symclosene		
BRD-K01825585	synephrine	adrenergic receptor agonist	ADRA1A
BRD-K12745498	S1P1-agonist-III	sphingosine kinase inhibitor	S1PR1
BRD-K00004653	S15535	serotonin receptor agonist	
BRD-K02501528	S18986	glutamate receptor modulator	GRIA1|GRIA2|GRIA3|GRIA4
BRD-K48826825	S26948	PPAR receptor agonist	PPARG
BRD-K96798615	S4	carbonic anhydrase inhibitor	CA12|CA9
BRD-K00003147	S49076	tyrosine kinase inhibitor	
BRD-K91876515	S63845	MCL1 inhibitor	
BRD-K31843556	T-0070907	PPAR receptor antagonist	PPARG
BRD-K63516691	T-0156	phosphodiesterase inhibitor	PDE5A
BRD-K16605796	T-025	CLK inhibitor	
BRD-K23383398	T-0901317	LXR agonist	NCOA1|NCOA2|NR1H2|NR1H3|NR1I2|RXRB
BRD-K00004631	T-1095	sodium/glucose cotransporter inhibitor	
BRD-K84925803	T-5224	AP inhibitor	JUN
BRD-K83492904	T-5601640	LIM kinase inhibitor	LIMK2
BRD-K09001147	T-62	adenosine receptor modulator	ADORA2A
BRD-K00003402	T-807	PET radiotracer	
BRD-K79856806	TA-01	casein kinase inhibitor|MAP kinase inhibitor	CSNK1D|CSNK1E|MAPK14
BRD-K53600683	tabimorelin	growth hormone secretagogue receptor agonist	GHSR
BRD-K73237276	tacalcitol	vitamin D receptor agonist	VDR
BRD-K52313696	tacedinaline	HDAC inhibitor	HDAC1
BRD-K81473089	tacrine	acetylcholinesterase inhibitor	ACHE|BCHE
BRD-K69608737	tacrolimus	calcineurin inhibitor	FKBP1A
BRD-K93645900	tadalafil	phosphodiesterase inhibitor	PDE11A|PDE5A
BRD-K23728141	tafamidis-meglumine	transthyretin amyloid inhibitor	TTR
BRD-A78965079	tafenoquine	antimalarial agent	
BRD-K65059905	tafluprost	prostaglandin inhibitor	PTGFR
BRD-K18320600	tagatose	phosphorylase inhibitor	PYGL
BRD-K57155378	TAK-063	phosphodiesterase inhibitor	PDE10A
BRD-K38793468	TAK-220	CC chemokine receptor antagonist	CCR5
BRD-K00003376	TAK-243	ubiquitin activating enzyme inhibitor	
BRD-K80343549	TAK-285	EGFR inhibitor	ERBB2
BRD-K67262033	TAK-593	VEGFR inhibitor	PDGFRA
BRD-K31866293	TAK-632	RAF inhibitor	BRAF
BRD-K71500795	TAK-659	spleen associated tyrosine kinase inhibitor	
BRD-K52751261	TAK-715	p38 MAPK inhibitor	MAPK14
BRD-K26667523	TAK-733	MEK inhibitor	MAP2K1
BRD-K00003155	TAK-779	CC chemokine receptor antagonist	
BRD-K58501140	TAK-875	insulin secretagogue	FFAR1
BRD-K01683783	TAK-901	Aurora kinase inhibitor	AURKB
BRD-K48059512	TAK-960	PLK inhibitor	PLK1
BRD-K37419961	talabostat	dipeptidyl peptidase inhibitor|fibroblast activation protein inhibitor	DPP4
BRD-K50498985	taladegib	smoothened receptor antagonist	DHH|IHH|SMO
BRD-K80359953	talampanel	glutamate receptor antagonist	GRIA1|GRIA2|GRIA3|GRIA4
BRD-K00004965	talaporfin	photosensitizing agent	
BRD-A95755460	talarozole	cytochrome P450 inhibitor	CYP26A1
BRD-K95142244	talazoparib	PARP inhibitor	PARP2
BRD-A94276798	talinolol	adrenergic receptor antagonist	ADRB1
BRD-K75615183	talipexole	adrenergic receptor agonist|dopamine receptor agonist	ADRA2A|DRD2|HTR3A
BRD-K17555800	talmapimod	p38 MAPK inhibitor	IL1B|MAPK11|MAPK14|MT-CO2|TNF
BRD-K47095176	talnetant	tachykinin antagonist	TACR2|TACR3
BRD-A98378129	talniflumate	cyclooxygenase inhibitor	CLCA1
BRD-A02532772	talopram	adrenergic inhibitor	SLC6A2
BRD-K00004651	talsaclidine	acetylcholine receptor agonist	
BRD-K93869735	taltirelin	thyrotropin releasing hormone receptor agonist	TRHR
BRD-K87512222	taltobulin	tubulin polymerization inhibitor	
BRD-K72231366	TAME		
BRD-K36627727	tamibarotene	retinoid receptor agonist	RARA|RARB
BRD-K00004682	taminadenant	adenosine receptor antagonist	
BRD-K93754473	tamoxifen	estrogen receptor antagonist|selective estrogen receptor modulator (SERM)	EBP|ESR1|ESR2|GPER1|PRKCA|PRKCB|PRKCD|PRKCE|PRKCG|PRKCI|PRKCQ|PRKCZ
BRD-K74339692	tamsulosin	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D
BRD-K99604664	tanaproget	progesterone receptor agonist	PGR
BRD-K65904673	tandospirone	serotonin receptor agonist	HTR1A
BRD-K89162000	tandutinib	FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor	CSF1R|FLT3|KIT|PDGFD|PDGFRB
BRD-K81473043	tanespimycin	HSP inhibitor	HSP90AA1
BRD-K25186396	tangeritin	cell cycle inhibitor	
BRD-K01584643	tannic-acid	PARG inhibitor	ANO1
BRD-K34073885	tanshinone-I	AP inhibitor	IFNG
BRD-K00141480	tanshinone-IIA	anti-inflammatory agent|interleukin inhibitor	IL1B|NR1I2|TNF
BRD-K00003498	tapinarof	aryl hydrocarbon receptor agonist	
BRD-K88854110	taprenepag	prostaglandin receptor agonist	PTGER2
BRD-K00003568	tarafenacin	acetylcholine receptor antagonist	CHRM3
BRD-K35169477	taranabant	cannabinoid receptor inverse agonist	CNR1
BRD-K22227508	targinine	nitric oxide synthase inhibitor	NOS3
BRD-K09353376	tariquidar	P glycoprotein inhibitor	ABCB1
BRD-K36474365	tartaric-acid	antioxidant	
BRD-K09426783	TAS-103	topoisomerase inhibitor	TOP1
BRD-K44844162	taselisib	PI3K inhibitor	PIK3CA
BRD-K62971431	tasimelteon	melatonin receptor agonist	MTNR1A|MTNR1B
BRD-K42495768	tasisulam	apoptosis stimulant	
BRD-K14653796	tasquinimod	angiogenesis inhibitor|S100A9 inhibitor	HDAC4
BRD-K10415035	tasuldine	mucolytic agent	
BRD-K51474575	taurine	antioxidant	
BRD-K81062487	taurocholate	G protein-coupled receptor agonist	CEL|FABP6|SLCO1C1
BRD-K00003523	tauroglycocholate	membrane permeability enhancer	
BRD-K98765504	taurolidine	apoptosis stimulant	
BRD-K76713213	tavaborole	leucyl-tRNA synthetase inhibitor	
BRD-K00003254	tavilermide	tyrosine kinase partial agonist	
BRD-K94649603	taxifolin	opioid receptor antagonist	ADIPOR2
BRD-K76841105	tazarotene	retinoid receptor agonist	RARA|RARB|RARG|RXRB
BRD-K11215326	tazemetostat	histone lysine methyltransferase inhibitor	EZH2
BRD-K14312455	tazobactam	beta lactamase inhibitor	
BRD-K56405978	TBA-354		
BRD-M77041484	TBOA-(DL)	excitatory amino acid transporter inhibitor	SLC1A1|SLC1A2|SLC1A3|SLC1A6|SLC1A7
BRD-A12147465	TC-A-2317	Aurora kinase inhibitor	AURKA
BRD-K29660062	TC-ASK-10	MAP kinase inhibitor	MAP3K5|MAP3K6
BRD-K15256258	TC-E-5002	histone demethylase inhibitor	KDM2A|KDM4A|KDM4C|KDM5A|KDM6A|KDM7A|PHF8
BRD-A66521565	TC-E-5006	gamma secretase modulator	APP
BRD-K26041695	TC-F-2	FAAH inhibitor	FAAH
BRD-K16497916	TC-FPR-43	formyl peptide receptor agonist	FPR2
BRD-K27010807	TC-G-1000	adrenergic receptor agonist	ADRA2A|ADRA2B|ADRA2C
BRD-K76989898	TC-G-1004	adenosine receptor antagonist	ADORA2A
BRD-K16939217	TC-G-1005	G protein-coupled receptor agonist	GPBAR1
BRD-K87199310	TC-G-1008	G protein-coupled receptor agonist	GPR39
BRD-K45044657	TC-H-106	HDAC inhibitor	HDAC1|HDAC2|HDAC3|HDAC8
BRD-K17621556	TC-I-15	integrin inhibitor	ITGA2|ITGB1
BRD-A83792282	TC-I-2000	transient receptor potential channel antagonist	TRPM8
BRD-K05262258	TC-I-2014	transient receptor potential channel antagonist	TRPM8
BRD-K32031961	TC-LPA5-4	lysophosphatidic acid receptor antagonist	LPAR5
BRD-K76792630	TC-Mps1-12	monopolar spindle 1 kinase inhibitor	TTK
BRD-K78161388	TC-N-1752	sodium channel blocker	SCN9A
BRD-K79608170	TC-NTR1-17	neurotensin agonist	NTSR1
BRD-K54297077	TC-O-9311	G protein-coupled receptor agonist	GPR139
BRD-K55013981	TC-OT-39	oxytocin receptor agonist|vasopressin receptor agonist	AVPR1A|OXT
BRD-K34362291	TC-S-7003	SRC inhibitor	LCK
BRD-K89517477	TC-S-7004	DYRK inhibitor	DYRK1A|DYRK1B
BRD-K89584803	TC-S-7005	PLK inhibitor	PLK2
BRD-K51776215	TC-S-7006	MAP kinase inhibitor	MAP3K8
BRD-K21894922	TC-S-7009	hypoxia inducible factor inhibitor	EPAS1
BRD-K87461578	TC-SP-14	sphingosine 1-phosphate receptor agonist	S1PR1
BRD-K27536248	TCID		
BRD-K09787262	TCN201	glutamate receptor antagonist	GRIN2A
BRD-K77915400	TCN238	glutamate receptor positive allosteric modulator	GRM4
BRD-K68358632	TCS-HDAC6-20b	HDAC inhibitor	HDAC6
BRD-K29424831	TCS-OX2-29	orexin receptor antagonist	HCRTR2
BRD-K08902330	TCS-PIM-1-1	Pim kinase inhibitor	PIM1
BRD-K00004294	TCS-2002	glycogen synthase kinase inhibitor	GSK3B
BRD-K49461364	TCS-21311	JAK inhibitor	JAK3
BRD-K19958299	TCS-2210	neural stem cell inducer	
BRD-K55216666	TCS-2314	integrin inhibitor	ITGA4|ITGB1
BRD-K81935556	TCS-3035	G protein-coupled receptor agonist	GPR35
BRD-K81376179	TCS-359	FLT3 inhibitor	FLT3
BRD-A16560607	TCS-5861528	transient receptor potential channel antagonist	TRPA1
BRD-K00003278	TCV-309	platelet activating factor receptor antagonist	
BRD-K01825674	TC1	beta-secretase inhibitor	BACE1
BRD-K24227647	TC2559	acetylcholine receptor agonist	CHRNA4
BRD-K00003308	TD139	anti-inflammatory agent	
BRD-K28224173	tebipenem	bacterial cell wall synthesis inhibitor	CNR1
BRD-K00003289	tecadenoson	adenosine receptor agonist	ADORA1
BRD-K41662846	tecalcet	calcium-sensing receptor agonist	CASR
BRD-K48195801	tecastemizole	histamine receptor antagonist	KCNH2
BRD-K24312986	tecovirimat	orthopoxvirus egress inhibitor	
BRD-K59436580	tedizolid	bacterial 50S ribosomal subunit inhibitor	
BRD-K89121095	tedizolid-phosphate	protein synthesis inhibitor	
BRD-K88743730	tegaserod	serotonin receptor partial agonist	HTR2A|HTR2B|HTR2C|HTR4
BRD-K26701552	tegobuvir	HCV inhibitor|protease inhibitor	
BRD-K07712545	teicoplanin	bacterial cell wall synthesis inhibitor	
BRD-A09761158	teicoplanin-A2-1	bacterial cell wall synthesis inhibitor	
BRD-K96571715	teicoplanin-A2-3	bacterial cell wall synthesis inhibitor	
BRD-K51528698	teijin-compound-1	CC chemokine receptor antagonist	CCR2
BRD-K72912098	telaprevir	HCV inhibitor	CTSA|PGR
BRD-K84564571	telatinib	KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	KDR
BRD-K15976406	telbivudine	DNA polymerase inhibitor	
BRD-K91159026	telcagepant	calcitonin antagonist	CALCRL|RAMP1
BRD-K06147391	telenzepine	acetylcholine receptor antagonist	CHRM1
BRD-K82240271	telithromycin	bacterial 30S ribosomal subunit inhibitor|bacterial 50S ribosomal subunit inhibitor	CYP1A2|CYP2D6|CYP3A4|CYP3A5|CYP3A7
BRD-A05523972	telmesteine	mucolytic agent	
BRD-K73999723	telmisartan	angiotensin receptor antagonist	AGTR1|PPARG
BRD-K63178091	telotristat	tryptophan hydroxylase inhibitor	TPH1
BRD-K94559059	telotristat-ethyl	tryptophan hydroxylase inhibitor	TPH1
BRD-K00004596	telratolimod	toll-like receptor agonist	
BRD-K00003467	temanogrel	serotonin receptor antagonist	
BRD-K51805276	temefos	cholinesterase inhibitor	
BRD-K10784860	temocapril	angiotensin converting enzyme inhibitor	ACE
BRD-K63712959	temoporfin	radical formation stimulant	
BRD-K32107296	temozolomide	DNA alkylating agent	MGMT
BRD-K95053546	tempol	free radical scavenger	
BRD-K08177763	temsirolimus	mTOR inhibitor	MTOR
BRD-K00005242	TEN-010	bromodomain inhibitor	
BRD-K00003263	tenalisib	PI3K inhibitor	
BRD-K00003201	tenapanor	sodium/hydrogen exchanger inhibitor	
BRD-A42270467	tenatoprazole	ATPase inhibitor	IDO1
BRD-K48068743	teneligliptin	dipeptidyl peptidase inhibitor	DPP4
BRD-K00004279	tenidap	cyclooxygenase inhibitor	KCNJ4|PTGS1
BRD-A41835910	tenilsetam	AGE inhibitor	
BRD-K10362825	teniposide	topoisomerase inhibitor	TOP2A|TOP2B
BRD-K15891719	tenofovir	HIV integrase inhibitor|nucleoside reverse transcriptase inhibitor	
BRD-A25988899	tenofovir-alafenamide	nucleoside reverse transcriptase inhibitor	
BRD-K61868322	tenofovir-disoproxil	nucleoside reverse transcriptase inhibitor	CYP1A2
BRD-K05977823	tenovin-1	SIRT inhibitor|TP53 activator	SIRT1
BRD-K13949769	tenovin-6	SIRT inhibitor	SIRT1|SIRT2|SIRT3
BRD-A22844106	tenoxicam	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-K91298281	tenylidone		
BRD-K89714990	tepoxalin	cyclooxygenase inhibitor|lipoxygenase inhibitor	ALOX5
BRD-K01826017	TEPP-46	pyruvate kinase isozyme activator	PKM
BRD-K11510141	teprenone	mucus protecting agent	
BRD-K76788410	terameprocol	lipoxygenase inhibitor	BIRC5|CDK1
BRD-K01826569	terazosin	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D
BRD-K68132782	terbinafine	fungal squalene epoxidase inhibitor	SQLE
BRD-A50157456	terbutaline	adrenergic receptor agonist	ADRB2
BRD-K01826018	terciprazine		
BRD-K86204871	terconazole	sterol demethylase inhibitor	
BRD-A06352418	terfenadine	histamine receptor antagonist	HRH1|KCNH1|KCNH2
BRD-A89207210	terguride	dopamine receptor agonist|serotonin receptor antagonist	ADRA1A|ADRA2A|ADRA2B|ADRA2C|DRD2|DRD3|DRD4|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C
BRD-A42699921	teriflunomide	dihydroorotate dehydrogenase inhibitor	DHODH
BRD-K73451719	terlipressin	vasopressin receptor agonist	AVPR1A
BRD-A33479817	terodiline	cholinergic receptor antagonist	
BRD-A39935389	teroxirone	DNA inhibitor	
BRD-K00003674	terpene		
BRD-K00024725	terreic-acid-(-)	Bruton's tyrosine kinase (BTK) inhibitor	BTK
BRD-K43975632	terutroban	prostanoid receptor antagonist	TBXA2R
BRD-K15507868	tesaglitazar	insulin sensitizer|PPAR receptor agonist	PPARA|PPARG
BRD-K00004564	tetomilast	phosphodiesterase inhibitor	PDE4D
BRD-K95739795	tetrabenazine	vesicular monoamine transporter inhibitor	SLC18A1|SLC18A2
BRD-K45071273	tetracaine	membrane integrity inhibitor	SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A
BRD-K00003352	tetracycline	bacterial 30S ribosomal subunit inhibitor	
BRD-K47539947	tetradecylthioacetic-acid	lipid peroxidase inhibitor	
BRD-K41298358	tetraethylenepentamine	superoxide dismutase inhibitor	SOD1|SOD2
BRD-A36978621	tetrahydrofolic-acid		FOLR2
BRD-K01825583	tetrahydropapaverine		
BRD-A86248581	tetrahydrouridine	cytidine deaminase inhibitor	CDA
BRD-A28856712	tetrahydrozoline	adrenergic receptor agonist	
BRD-K36889451	tetramethylthiuram-monosulfide		
BRD-A46393198	tetramisole	immunostimulant	ALPPL2|CHRNA3
BRD-K08078237	tetrandrine	calcium channel blocker	SLC6A3
BRD-A14757586	tetrazol-5-yl-glycine-(RS)	glutamate receptor agonist	GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D
BRD-A52660433	tetrindole	monoamine oxidase inhibitor	MAOA
BRD-K90177246	tetroquinone		
BRD-K97101532	tezacaftor	CFTR channel agonist	
BRD-K57708067	TFC-007	prostaglandin inhibitor	HPGDS
BRD-K97072811	TG-003	CLK inhibitor	CLK1|CLK4|DYRK1A|DYRK1B
BRD-K14560436	TG-02	CDK inhibitor|FLT3 inhibitor|JAK inhibitor	CDK1|CDK2|CDK7|CDK9|FLT3|JAK2
BRD-K18424115	TG-100572	SRC inhibitor|VEGFR inhibitor	KDR|SRC
BRD-K46392623	TG-100713	PI3K inhibitor	
BRD-K12735121	TG-100801	SRC inhibitor|VEGFR inhibitor	CSK|FGFR1|FLT1|FLT4|KDR|SRC
BRD-K39841531	TG-101209	JAK inhibitor	JAK2|JAK3
BRD-K52579889	TGR-1202	PI3K inhibitor	
BRD-A41692738	TGX-221	PI3K inhibitor	PIK3CB|PIK3CD
BRD-K64785675	TG100-115	PI3K inhibitor	PIK3CA|PIK3CB|PIK3CD|PIK3CG
BRD-K20958582	TH-302	DNA alkylating agent	
BRD-K01054709	TH-588	MTH1 inhibitor	NUDT1
BRD-K87548127	thaliblastine	DNA inhibitor	
BRD-A93255169	thalidomide	tumor necrosis factor production inhibitor	TNF
BRD-K60842365	theaflavin	antiviral	
BRD-K34888156	theobromine	phosphodiesterase inhibitor	ADORA1|ADORA2A|PDE4B
BRD-K38380126	thiamet-g	GLCNAC phosphotransferase inhibitor	MGEA5
BRD-K95785345	thiamine	vitamin B	SLC19A2|SLC19A3|TPK1
BRD-A09994331	thiamine-pyrophosphate		
BRD-K79711234	thiamphenicol	bacterial 50S ribosomal subunit inhibitor	
BRD-A23970436	thiamylal	glutamate receptor antagonist	GABRA1
BRD-K03164761	thiazovivin	rho associated kinase inhibitor	
BRD-K69600043	thiethylperazine	dopamine receptor antagonist	DRD1|DRD2|DRD4
BRD-K26619122	thiocolchicoside	GABA receptor antagonist	GABRA1|GABRB2|GABRG2|GLRA1|GLRB
BRD-A16347691	thioctic-acid	reducing agent	ACHE|PTGS2
BRD-K54521836	thiodiglycol		
BRD-K49350383	thioguanine	purine antagonist	IMPDH1|IMPDH2
BRD-K61443650	thiomersal	other antibiotic	OXCT1
BRD-A72603112	thiopental	GABA receptor antagonist	FAAH
BRD-A85424553	thioperamide	histamine receptor antagonist	HRH3|HRH4
BRD-K90168339	thiophanate		
BRD-K08619574	thioproperazine	dopamine receptor antagonist	ADRA1A|ADRA1B|DRD1|DRD2|HTR1A|HTR2A
BRD-A84481105	thioridazine	dopamine receptor antagonist	DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR2A|HTR2C|HTR6|HTR7
BRD-A56012032	thiorphan	membrane metalloendopeptidase inhibitor	MME
BRD-K58049875	thiostrepton	FOXM1 inhibitor|protein synthesis inhibitor	FOXM1
BRD-K09631521	thiotepa	cytochrome P450 inhibitor	CYP2B6|CYP3A4
BRD-K04175245	thiothixene	dopamine receptor antagonist	DRD1|DRD2|HRH1|HTR2A
BRD-K29254801	thiram		JAK2
BRD-K00003401	THK5351	PET radiotracer 	
BRD-K13387373	thonzonium	ATPase inhibitor	
BRD-K88405679	thonzylamine	antihistamine	
BRD-M01344114	threo-2-methylisocitrate-(DL)	isocitrate lyase substrate	
BRD-K00004602	thymalfasin	immune response modulator	
BRD-K17458574	thymol	GABA receptor positive allosteric modulator	TRPA1
BRD-K36617478	thymol-iodide		
BRD-K43977121	thymopentin	immune response stimulator	
BRD-K66401437	THZ1	CDK inhibitor	CDK7
BRD-K02135007	THZ1-R	CDK inhibitor	CDK7
BRD-K95902121	THZ2	CDK inhibitor	CDK7
BRD-K77695569	tiabendazole	angiogenesis inhibitor	
BRD-K60160658	tiagabine	GABA uptake inhibitor	SLC6A1
BRD-K01826304	tianeptine	selective serotonin reuptake enhancer (SSRE)	OPRD1|OPRK1|OPRM1
BRD-K57432881	tiapride	dopamine receptor antagonist	DRD2|DRD3
BRD-A72988804	tiaprofenic-acid	cyclooxygenase inhibitor	PTGS2
BRD-K27293958	tiaramide	anti-inflammatory agent	
BRD-A82522119	tibolone	androgen receptor agonist|estrogen receptor agonist|progesterone receptor agonist	ESR1
BRD-K25838957	ticagrelor	purinergic receptor antagonist	P2RY12
BRD-K29229654	ticarcillin	lactamase inhibitor	
BRD-K00603606	ticlopidine	purinergic receptor antagonist	P2RY12
BRD-K19939891	TIC10	AKT inhibitor|TRAIL modulator	AKT1|MAPK1
